filename,cell_structure,symmetry_number,space_group_name_Hall,space_group_name_H-M,cell_angle_alpha,cell_angle_beta,cell_angle_gamma,cell_length_a,cell_length_b,cell_length_c
2106215.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,5.644,6.287,9.937
2106216.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,9.467,9.938,6.192
2106217.cif,cubic,204,Im-3,Im-3,90.0,90.0,90.0,15.482,15.482,15.482
2106218.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,103.55,90.0,5.941,21.57,7.525
2106220.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.707,4.12,8.025
2106223.cif,monoclinic,4,P2_1,P2_1,90.0,102.1,90.0,11.43,5.96,6.34
2106225.cif,cubic,198,P2_13,P2_13,90.0,90.0,90.0,6.707,6.707,6.707
2106227.cif,orthorhombic,60,Pbcn,Pbcn,90.0,90.0,90.0,5.789,11.55,11.666
2106228.cif,triclinic,2,P-1,P-1,96.2,90.8,105.1,6.287,6.0,5.634
2106232.cif,tetragonal,122,I-42d,I-42d,90.0,90.0,90.0,7.622,7.622,7.315
2106234.cif,orthorhombic,33,Pna2_1,Pna2_1,90.0,90.0,90.0,9.811,8.88,5.139
2106235.cif,trigonal,148,R-3,R-3,90.0,90.0,120.0,10.989,10.989,34.63
2106236.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,108.9,90.0,10.838,9.317,11.564
2106237.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,102.53,90.0,8.222,13.821,8.317
2106238.cif,orthorhombic,19,P2_12_12_1,P2_12_12_1,90.0,90.0,90.0,5.856,17.47,5.582
2106239.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,105.85,90.0,8.311,15.221,6.22
2106240.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,8.014,8.147,12.761
2106243.cif,monoclinic,7,Pc,Pc,90.0,89.97,90.0,7.015,5.484,5.26
2106245.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,8.61,5.445,10.89
2106248.cif,tetragonal,139,I4/mmm,I4/mmm,90.0,90.0,90.0,3.894,3.894,12.337
2106249.cif,tetragonal,139,I4/mmm,I4/mmm,90.0,90.0,90.0,3.963,3.963,12.561
2106250.cif,tetragonal,139,I4/mmm,I4/mmm,90.0,90.0,90.0,3.929,3.929,12.548
2106251.cif,tetragonal,139,I4/mmm,I4/mmm,90.0,90.0,90.0,4.049,4.049,13.57
2106252.cif,tetragonal,139,I4/mmm,I4/mmm,90.0,90.0,90.0,4.094,4.094,13.014
2106253.cif,tetragonal,139,I4/mmm,I4/mmm,90.0,90.0,90.0,4.075,4.075,13.62
2106256.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,90.1,90.0,4.73,6.33,14.71
2106257.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,105.77,90.0,13.27,7.614,7.445
2106259.cif,monoclinic,12,C2/m,C2/m,90.0,90.0,122.28,21.41,6.552,10.68
2106262.cif,triclinic,2,P-1,P-1,111.66,90.19,82.56,7.603,5.304,5.2
2106263.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,8.702,11.477,7.035
2106264.cif,trigonal,148,R-3,R-3,90.0,90.0,120.0,12.748,12.748,7.841
2106268.cif,monoclinic,15,C2/c,C2/c,90.0,115.48,90.0,8.481,13.142,14.444
2106269.cif,monoclinic,15,C2/c,C2/c,90.0,115.0,90.0,8.727,13.24,14.608
2106270.cif,monoclinic,15,C2/c,C2/c,90.0,114.93,90.0,8.799,13.371,14.727
2106271.cif,monoclinic,13,P2/c,P2/c,90.0,124.32,90.0,8.564,13.354,9.368
2106273.cif,monoclinic,15,C2/c,C2/c,90.0,121.39,90.0,15.718,9.018,12.769
2106274.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,16.55,4.053,21.52
2106276.cif,trigonal,167,R-3c,R-3c,90.0,90.0,120.0,7.506,7.506,19.691
2106277.cif,trigonal,167,R-3c,R-3c,90.0,90.0,120.0,7.501,7.501,19.909
2106278.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.292,4.025,9.517
2106279.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,90.71,90.0,10.753,8.131,6.609
2106280.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,90.44,90.0,18.838,8.106,6.633
2106281.cif,tetragonal,136,P4_2/mnm,P4_2/mnm,90.0,90.0,90.0,7.477,7.477,7.935
2106282.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,91.162,90.0,10.343,4.837,5.788
2106286.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,5.559,14.771,5.429
2106288.cif,tetragonal,140,I4/mcm,I4/mcm,90.0,90.0,90.0,11.302,11.302,37.388
2106289.cif,tetragonal,140,I4/mcm,I4/mcm,90.0,90.0,90.0,11.076,11.076,36.933
2106290.cif,orthorhombic,36,Cmc2_1,Cmc2_1,90.0,90.0,90.0,10.845,6.224,4.918
2106291.cif,tetragonal,141,I4_1/amd,I4_1/amd,90.0,90.0,90.0,5.817,5.817,9.893
2106292.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,99.35,90.0,5.559,8.07,7.91
2106293.cif,triclinic,2,P-1,P-1,88.81,90.92,90.93,7.309,7.522,7.678
2106294.cif,tetragonal,136,P4_2/mnm,P4_2/mnm,90.0,90.0,90.0,11.36,11.36,3.948
2106299.cif,orthorhombic,38,Amm2,Amm2,90.0,90.0,90.0,13.232,8.59,4.101
2106300.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,8.131,16.34,4.142
2106301.cif,monoclinic,12,C2/m,C2/m,90.0,90.0,90.07,11.518,7.951,3.703
2106302.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,11.193,8.398,3.704
2106304.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,90.82,90.0,5.463,5.049,14.362
2106306.cif,cubic,206,Ia-3,Ia-3,90.0,90.0,90.0,9.537,9.537,9.537
2106307.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,95.26,90.0,10.659,11.011,9.394
2106309.cif,tetragonal,140,I4/mcm,I4/mcm,90.0,90.0,90.0,9.063,9.063,14.45
2106312.cif,tetragonal,140,I4/mcm,I4/mcm,90.0,90.0,90.0,12.542,12.542,40.0
2106313.cif,monoclinic,15,C2/c,C2/c,90.0,118.01,90.0,14.158,5.284,14.789
2106316.cif,triclinic,2,P-1,P-1,90.55,105.06,118.72,5.948,6.964,7.572
2106317.cif,tetragonal,92,P4_12_12,P4_12_12,90.0,90.0,90.0,5.385,5.385,15.798
2106318.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,109.1,90.0,5.593,11.062,7.682
2106319.cif,trigonal,161,R3c,R3c,90.0,90.0,120.0,5.841,5.841,14.412
2106320.cif,cubic,221,Pm-3m,Pm-3m,90.0,90.0,90.0,4.145,4.145,4.145
2106321.cif,orthorhombic,56,Pccn,Pccn,90.0,90.0,90.0,5.481,13.588,10.937
2106322.cif,tetragonal,139,I4/mmm,I4/mmm,90.0,90.0,90.0,5.05,5.05,16.14
2106325.cif,monoclinic,12,C2/m,C2/m,90.0,90.0,113.66,7.441,7.448,3.978
2106326.cif,triclinic,2,P-1,P-1,100.76,97.96,83.74,7.245,7.409,6.795
2106327.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,109.802,90.0,7.37,10.536,16.703
2106328.cif,tetragonal,107,I4mm,I4mm,90.0,90.0,90.0,4.69,4.69,16.39
2106329.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,18.233,8.836,5.188
2106330.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,18.27,8.833,5.195
2106337.cif,orthorhombic,63,Cmcm,Cmcm,90.0,90.0,90.0,6.802,12.713,5.999
2106339.cif,orthorhombic,58,Pnnm,Pnnm,90.0,90.0,90.0,15.63,12.756,4.441
2106340.cif,orthorhombic,55,Pbam,Pbam,90.0,90.0,90.0,6.443,26.851,4.071
2106341.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,93.74,90.0,6.818,6.364,22.811
2106342.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,9.419,9.419,9.419
2106346.cif,orthorhombic,55,Pbam,Pbam,90.0,90.0,90.0,11.542,12.69,3.974
2106347.cif,cubic,219,F-43c,F-43c,90.0,90.0,90.0,12.141,12.141,12.141
2106348.cif,cubic,204,Im-3,Im-3,90.0,90.0,90.0,7.832,7.832,7.832
2106349.cif,orthorhombic,19,P2_12_12_1,P2_12_12_1,90.0,90.0,90.0,8.251,9.159,5.532
2106353.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,96.81,90.0,9.808,9.966,6.852
2106354.cif,tetragonal,141,I4_1/amd,I4_1/amd,90.0,90.0,90.0,7.308,7.308,10.338
2106356.cif,monoclinic,12,C2/m,C2/m,90.0,115.63,90.0,8.556,13.045,7.189
2106357.cif,tetragonal,88,I4_1/a,I4_1/a,90.0,90.0,90.0,5.337,5.337,11.947
2106358.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,7.661,10.466,6.003
2106359.cif,orthorhombic,70,Fddd,Fddd,90.0,90.0,90.0,6.099,12.59,10.163
2106361.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,11.398,4.155,11.31
2106363.cif,monoclinic,15,C2/c,C2/c,90.0,90.1,90.0,9.844,7.008,13.25
2106364.cif,monoclinic,15,C2/c,C2/c,90.0,112.34,90.0,7.845,12.691,10.688
2106366.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,120.1,90.0,6.772,12.726,13.392
2106368.cif,orthorhombic,60,Pbcn,Pbcn,90.0,90.0,90.0,5.798,12.24,5.214
2106370.cif,tetragonal,122,I-42d,I-42d,90.0,90.0,90.0,6.783,6.783,18.963
2106371.cif,monoclinic,15,C2/c,C2/c,90.0,115.059,90.0,8.726,13.212,14.6
2106372.cif,monoclinic,15,C2/c,C2/c,90.0,114.803,90.0,8.893,13.525,14.908
2106373.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,9.728,9.728,9.728
2106379.cif,orthorhombic,63,Cmcm,Cmcm,90.0,90.0,90.0,4.106,20.2,3.98
2106380.cif,hexagonal,169,P6_1,P6_1,90.0,90.0,120.0,7.11,7.11,19.34
2106381.cif,orthorhombic,59,Pmmn,Pmmn,90.0,90.0,90.0,3.78,7.917,3.302
2106382.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,90.881,90.0,7.306,7.54,7.692
2106383.cif,triclinic,2,P-1,P-1,113.7,110.69,95.26,6.772,7.523,7.982
2106384.cif,trigonal,148,R-3,R-3,109.241,109.241,109.241,7.912,7.912,7.912
2106385.cif,trigonal,166,R-3m,R-3m,90.0,90.0,120.0,3.797,3.797,18.89
2106386.cif,triclinic,2,P-1,P-1,71.82,99.89,113.13,6.48,6.51,9.7
2106387.cif,orthorhombic,33,Pna2_1,Pna2_1,90.0,90.0,90.0,11.822,8.944,10.708
2106390.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,8.804,18.371,10.924
2106391.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,106.77,90.0,8.701,8.067,12.977
2106395.cif,tetragonal,135,P4_2/mbc,P4_2/mbc,90.0,90.0,90.0,12.892,12.892,13.519
2106396.cif,orthorhombic,58,Pnnm,Pnnm,90.0,90.0,90.0,16.513,13.632,3.901
2106397.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.69,4.405,10.111
2106399.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,94.13,90.0,6.686,6.218,22.349
2106403.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,7.988,12.244,6.743
2106404.cif,cubic,218,P-43n,P-43n,90.0,90.0,90.0,6.004,6.004,6.004
2106405.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,90.0,97.5,9.935,25.42,4.094
2106406.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,94.48,90.0,7.505,8.316,5.056
2106408.cif,tetragonal,82,I-4,I-4,90.0,90.0,90.0,15.966,15.966,10.099
2106409.cif,monoclinic,9,Cc,Cc,90.0,102.81,90.0,37.8,7.261,12.577
2106410.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,8.35,8.35,8.35
2106411.cif,cubic,204,Im-3,Im-3,90.0,90.0,90.0,7.202,7.202,7.202
2106412.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,10.423,17.525,5.074
2106413.cif,orthorhombic,72,Ibam,Ibam,90.0,90.0,90.0,19.032,12.051,5.852
2106415.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,9.78,16.32,6.8
2106418.cif,orthorhombic,56,Pccn,Pccn,90.0,90.0,90.0,10.242,7.793,8.56
2106422.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,4.516,9.779,2.966
2106423.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,92.58,90.0,5.865,7.123,5.619
2106424.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.479,10.715,5.119
2106427.cif,orthorhombic,36,Cmc2_1,Cmc2_1,90.0,90.0,90.0,7.848,12.84,10.785
2106428.cif,orthorhombic,63,Cmcm,Cmcm,90.0,90.0,90.0,7.72,11.449,11.755
2106429.cif,tetragonal,141,I4_1/amd,I4_1/amd,90.0,90.0,90.0,7.09,7.09,6.32
2106430.cif,orthorhombic,70,Fddd,Fddd,90.0,90.0,90.0,10.081,9.957,6.321
2106431.cif,trigonal,166,R-3m,R-3m,90.0,90.0,120.0,2.847,2.847,10.225
2106433.cif,trigonal,167,R-3c,R-3c,90.0,90.0,120.0,12.76,12.76,7.34
2106434.cif,triclinic,2,P-1,P-1,98.633,118.2,83.344,5.626,11.889,6.473
2106440.cif,orthorhombic,54,Pcca,Pcca,90.0,90.0,90.0,20.788,13.086,18.879
2106441.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,115.26,90.0,8.111,5.7,15.002
2106443.cif,orthorhombic,40,Ama2,Ama2,90.0,90.0,90.0,4.789,8.557,5.743
2106444.cif,monoclinic,12,C2/m,C2/m,90.0,115.2,90.0,12.21,6.258,7.63
2106450.cif,cubic,202,Fm-3,Fm-3,90.0,90.0,90.0,10.734,10.734,10.734
2106452.cif,monoclinic,12,C2/m,C2/m,90.0,90.29,90.0,6.174,6.124,8.651
2106453.cif,monoclinic,15,C2/c,C2/c,90.0,98.42,90.0,9.883,17.08,18.92
2106454.cif,tetragonal,140,I4/mcm,I4/mcm,90.0,90.0,90.0,7.302,7.302,11.218
2106455.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,7.577,7.577,7.577
2106457.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,18.46,7.28,6.712
2106458.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,90.36,90.0,4.295,12.639,12.784
2106459.cif,orthorhombic,33,Pna2_1,Pna2_1,90.0,90.0,90.0,20.39,7.399,12.84
2106460.cif,monoclinic,15,C2/c,C2/c,90.0,100.1,90.0,16.66,4.36,41.34
2106461.cif,tetragonal,139,I4/mmm,I4/mmm,90.0,90.0,90.0,4.792,4.792,16.193
2106462.cif,orthorhombic,31,Pmn2_1,Pmn2_1,90.0,90.0,90.0,6.941,6.137,11.199
2106463.cif,trigonal,148,R-3,R-3,90.0,90.0,120.0,14.04,14.04,15.05
2106464.cif,trigonal,148,R-3,R-3,90.0,90.0,120.0,9.713,9.713,10.213
2106465.cif,trigonal,148,R-3,R-3,90.0,90.0,120.0,9.735,9.735,10.221
2106466.cif,trigonal,148,R-3,R-3,90.0,90.0,120.0,9.773,9.773,10.255
2106467.cif,triclinic,2,P-1,P-1,95.94,97.37,91.33,6.502,6.466,6.481
2106468.cif,monoclinic,12,C2/m,C2/m,90.0,90.0,90.0,8.54,7.62,4.98
2106469.cif,trigonal,148,R-3,R-3,90.0,90.0,120.0,8.701,8.701,16.526
2106470.cif,tetragonal,92,P4_12_12,P4_12_12,90.0,90.0,90.0,7.104,7.104,36.597
2106471.cif,trigonal,166,R-3m,R-3m,70.67,70.67,70.67,5.469,5.469,5.469
2106472.cif,orthorhombic,29,Pca2_1,Pca2_1,90.0,90.0,90.0,5.487,16.226,5.506
2106474.cif,tetragonal,79,I4,I4,90.0,90.0,90.0,14.089,14.089,7.617
2106476.cif,tetragonal,128,P4/mnc,P4/mnc,90.0,90.0,90.0,10.53,10.53,8.42
2106478.cif,monoclinic,15,C2/c,C2/c,90.0,132.53,90.0,13.677,9.217,9.326
2106479.cif,monoclinic,13,P2/c,P2/c,90.0,109.478,90.0,9.859,5.042,6.991
2106480.cif,cubic,220,I-43d,I-43d,90.0,90.0,90.0,14.39,14.39,14.39
2106481.cif,orthorhombic,56,Pccn,Pccn,90.0,90.0,90.0,9.703,10.667,6.362
2106483.cif,monoclinic,15,C2/c,C2/c,90.0,110.666,90.0,15.542,5.54,11.046
2106486.cif,triclinic,2,P-1,P-1,94.58,96.2,101.47,6.799,6.752,6.491
2106487.cif,tetragonal,128,P4/mnc,P4/mnc,90.0,90.0,90.0,7.058,7.058,9.978
2106489.cif,monoclinic,9,Cc,Cc,90.0,100.34,90.0,13.462,23.381,8.94
2106490.cif,monoclinic,12,C2/m,C2/m,90.0,113.67,90.0,16.911,3.871,9.334
2106493.cif,orthorhombic,31,Pmn2_1,Pmn2_1,90.0,90.0,90.0,11.318,3.611,4.797
2106494.cif,tetragonal,130,P4/ncc,P4/ncc,90.0,90.0,90.0,6.206,6.206,12.94
2106495.cif,orthorhombic,64,Cmce,Cmce,90.0,90.0,90.0,5.345,14.884,10.898
2106497.cif,orthorhombic,33,Pna2_1,Pna2_1,90.0,90.0,90.0,5.465,8.644,6.231
2106498.cif,tetragonal,82,I-4,I-4,90.0,90.0,90.0,5.623,5.623,9.058
2106499.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,107.67,90.0,6.842,10.528,18.266
2106502.cif,monoclinic,9,Cc,Cc,90.0,102.2,90.0,10.604,8.524,12.052
2106503.cif,trigonal,148,R-3,R-3,90.0,90.0,120.0,11.821,11.821,10.889
2106504.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,90.0,90.0,5.5,10.327,4.704
2106507.cif,cubic,216,F-43m,F-43m,90.0,90.0,90.0,10.686,10.686,10.686
2106508.cif,monoclinic,15,C2/c,C2/c,90.0,122.74,90.0,21.44,5.559,14.338
2106509.cif,monoclinic,15,C2/c,C2/c,90.0,122.71,90.0,21.54,5.537,18.91
2106510.cif,orthorhombic,74,Imma,Imma,90.0,90.0,90.0,5.673,15.582,5.53
2106511.cif,tetragonal,130,P4/ncc,P4/ncc,90.0,90.0,90.0,7.776,7.776,49.86
2106514.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,111.74,90.0,7.134,17.651,7.267
2106519.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,20.105,3.892,15.432
2106522.cif,orthorhombic,36,Cmc2_1,Cmc2_1,90.0,90.0,90.0,3.933,26.726,5.683
2106523.cif,orthorhombic,36,Cmc2_1,Cmc2_1,90.0,90.0,90.0,3.94,27.15,5.692
2106524.cif,orthorhombic,36,Cmc2_1,Cmc2_1,90.0,90.0,90.0,3.961,27.11,5.678
2106526.cif,monoclinic,15,C2/c,C2/c,90.0,94.71,90.0,10.513,5.094,21.804
2106527.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,11.459,7.721,7.221
2106528.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,5.947,3.826,7.051
2106529.cif,hexagonal,194,P6_3/mmc,P6_3/mmc,90.0,90.0,90.0,5.316,4.087,7.079
2106532.cif,orthorhombic,59,Pmmn,Pmmn,90.0,90.0,90.0,5.667,5.181,4.798
2106533.cif,orthorhombic,59,Pmmn,Pmmn,90.0,90.0,90.0,5.837,5.143,4.978
2106534.cif,orthorhombic,55,Pbam,Pbam,90.0,90.0,90.0,6.175,29.175,3.93
2106535.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,7.519,10.203,13.567
2106536.cif,orthorhombic,36,Cmc2_1,Cmc2_1,90.0,90.0,90.0,15.134,10.49,7.054
2106537.cif,tetragonal,140,I4/mcm,I4/mcm,90.0,90.0,90.0,6.033,6.033,8.69
2106539.cif,monoclinic,5,C2,C2,90.0,90.16,90.0,6.872,4.009,9.69
2106541.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,26.07,3.52,11.787
2106542.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,97.96,90.0,21.382,7.286,9.52
2106543.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,127.09,90.0,6.493,9.53,9.203
2106544.cif,tetragonal,129,P4/nmm,P4/nmm,90.0,90.0,90.0,5.637,5.637,10.423
2106552.cif,trigonal,160,R3m,R3m,90.0,90.0,120.0,4.0,4.0,25.32
2106554.cif,trigonal,166,R-3m,R-3m,90.0,90.0,120.0,3.486,3.486,24.92
2106555.cif,monoclinic,12,C2/m,C2/m,90.0,108.0,90.0,17.539,3.931,12.847
2106557.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,8.39,12.41,13.32
2106558.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,8.54,10.263,14.547
2106560.cif,monoclinic,12,C2/m,C2/m,90.0,92.625,90.0,10.691,3.796,3.346
2106562.cif,monoclinic,15,C2/c,C2/c,90.0,102.67,90.0,9.771,9.047,8.746
2106563.cif,orthorhombic,58,Pnnm,Pnnm,90.0,90.0,90.0,12.248,9.389,3.975
2106564.cif,triclinic,2,P-1,P-1,85.4,102.13,110.29,8.283,7.05,5.037
2106565.cif,monoclinic,15,C2/c,C2/c,90.0,111.42,90.0,9.787,9.161,5.296
2106566.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,18.204,9.087,5.278
2106567.cif,orthorhombic,61,Pbca,Pbca,90.0,90.0,90.0,18.201,8.916,5.209
2106568.cif,tetragonal,123,P4/mmm,P4/mmm,90.0,90.0,90.0,4.663,4.663,12.239
2106569.cif,cubic,210,F4_132,F4_132,90.0,90.0,90.0,15.699,15.699,15.699
2106572.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,9.902,18.7,4.095
2106573.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,90.0,104.92,9.962,13.001,4.106
2106575.cif,orthorhombic,64,Cmce,Cmce,90.0,90.0,90.0,7.216,11.899,14.716
2106577.cif,monoclinic,11,P2_1/m,P2_1/m,90.0,90.08,90.0,6.56,23.057,6.978
2106579.cif,monoclinic,12,C2/m,C2/m,90.0,106.66,90.0,10.091,7.666,7.866
2106580.cif,monoclinic,12,C2/m,C2/m,90.0,106.0,90.0,10.135,7.845,7.986
2106583.cif,trigonal,167,R-3c,R-3c,90.0,90.0,120.0,4.978,4.978,13.965
2106584.cif,trigonal,167,R-3c,R-3c,90.0,90.0,120.0,4.997,4.997,13.926
2106585.cif,triclinic,2,P-1,P-1,115.66,95.15,89.21,16.347,5.847,5.108
2106588.cif,triclinic,2,P-1,P-1,102.25,100.2,113.1,9.307,8.915,8.784
2106589.cif,tetragonal,92,P4_12_12,P4_12_12,90.0,90.0,90.0,8.91,8.91,8.715
2106591.cif,orthorhombic,70,Fddd,Fddd,90.0,90.0,90.0,9.402,17.846,5.282
2106592.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,119.96,90.0,7.745,7.717,8.248
2106599.cif,orthorhombic,69,Fmmm,Fmmm,90.0,90.0,90.0,11.219,10.728,10.685
2106600.cif,orthorhombic,69,Fmmm,Fmmm,90.0,90.0,90.0,10.43,10.462,10.937
2106601.cif,cubic,202,Fm-3,Fm-3,90.0,90.0,90.0,10.506,10.506,10.506
2106602.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,92.44,90.0,7.674,11.455,11.014
2106604.cif,triclinic,2,P-1,P-1,92.36,119.09,104.73,6.96,8.842,5.504
2106606.cif,trigonal,148,R-3,R-3,90.0,90.0,120.0,6.923,6.923,11.149
2106607.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,92.0,90.0,5.44,9.97,12.17
2106609.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,124.83,90.0,8.899,9.212,15.179
2106611.cif,orthorhombic,36,Cmc2_1,Cmc2_1,90.0,90.0,90.0,11.253,10.966,10.29
2106612.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,106.718,90.0,4.108,6.82,10.443
2106614.cif,monoclinic,14,P2_1/c,P2_1/c,90.0,99.34,90.0,5.131,5.186,5.325
2106615.cif,monoclinic,9,Cc,Cc,90.0,94.73,90.0,5.459,10.306,15.349
2106617.cif,cubic,225,Fm-3m,Fm-3m,90.0,90.0,90.0,11.227,11.227,11.227
2106618.cif,trigonal,166,R-3m,R-3m,90.0,90.0,120.0,7.456,7.456,19.591
2106619.cif,monoclinic,9,Cc,Cc,90.0,81.63,90.0,10.423,18.687,9.222
2106625.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.217,8.778,6.236
2106626.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.217,8.778,6.236
2106627.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.21,8.768,6.229
2106628.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.21,8.768,6.229
2106629.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.21,8.768,6.229
2106630.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.21,8.768,6.229
2106631.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.21,8.768,6.229
2106632.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.21,8.768,6.229
2106633.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.203,8.76,6.225
2106634.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.203,8.76,6.225
2106635.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.203,8.76,6.225
2106636.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.203,8.76,6.225
2106637.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.203,8.76,6.225
2106638.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.203,8.76,6.225
2106639.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.196,8.75,6.22
2106640.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.196,8.75,6.22
2106641.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.196,8.75,6.22
2106642.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.196,8.75,6.22
2106643.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.196,8.75,6.22
2106644.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.196,8.75,6.22
2106645.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.189,8.74,6.214
2106646.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.189,8.74,6.214
2106647.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.189,8.74,6.214
2106648.cif,orthorhombic,62,Pnma,Pnma,90.0,90.0,90.0,6.189,8.74,6.214
2106652.cif,tetragonal,128,P4/mnc,P4/mnc,90.0,90.0,90.0,11.96,11.96,11.675
2106653.cif,cubic,205,Pa-3,Pa-3,90.0,90.0,90.0,11.783,11.783,11.783
2106654.cif,orthorhombic,33,Pna2_1,Pna2_1,90.0,90.0,90.0,9.811,8.8,5.139
